id,sexo,edad,ent,p1_riesgo,p2_riesgo,p3_riesgo,p4_riesgo,p5_ansiedad,p6_ansiedad,p7_sintomas,p8_sintomas,p9_sintomas,p10_sintomas,p11_sintomas,p12a_sintomas,p12b_sintomas,p12c_sintomas,p12d_sintomas,p12e_sintomas,p12f_sintomas,p13_sintomas,p14_sintomas,p15_cuarentena,p16_cuarentena,p17_economia,p18_economia,p19_economia,p20_economia,p21_economia,p22_economia,p23_economia,p24_economia,p25_economia,p26_economia,p27_economia,p28_economia,p29_economia,p29a_economia,p30_economia,p31_economia,p32_economia,p32a_economia,p33_economia,p34_economia,p35_cuarentena,p36_cuarentena,p37_expectativas,p38_expectativas,p39_expectativas,p40_depresion,p41_depresion,p42_depresion,p43_depresion,p44_depresion,p45_depresion,p46_depresion,p47_alimentacion,p48_alimentacion,p49_alimentacion,p50_alimentacion,p51_alimentacion,p52_alimentacion,p53_alimentacion,p54_alimentacion,p55_socio,p56_socio,p57_socio,p58_socio,p60_socio,p60g_socio,p61_socio,p62_socio,p63_socio,p64_socio,p65_socio,p66_socio,p67_socio,p68_socio,nse,gpo_edad3,gpo_edad4,gpo_edad5,factor_i,factor_i_n,factor_h,factor_h_n,factor_i_pop,factor_i_pop_n,factor_h_pop,factor_h_pop_n
142,0,41,31,3,3,1,10,0,0,0,,,,,,,,,,,,,1,,-1,-60,0,0,998,2,0,998,3,1,99998,1,1,1999,1,0,,,,,,,2,2,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,5,0,0,0,5,3,1,4,1,1,5,,10000,,6,2,3,3,66664.41264787513,.80608249,28051.492,.75101542,66664.41264792172,.80608249,24547.379,.75101548
533,1,42,2,1,1,1,10,1,1,0,,,,,,,,,,,,,1,,0,0,0,0,998,5,0,998,4,1,99998,1,1,9521,1,0,,,,,,,5,1,1,9,1,9,9,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,6,5,1,2,1,1,0,2,999999,9,5,2,3,3,88708.35523744482,1.07263,40512.09,1.0846198,88708.35523750684,1.07263,35451.434,1.0846199
143,0,25,20,2,3,2,5,0,1,0,,,,,,,,,,,,,1,,-1,-30,1,1,60,1,0,998,3,0,6000,0,,,,,1,9111,0,0,0,10,2,1,1,0,0,0,1,3,0,0,1,1,1,1,1,1,1,1,5,0,0,0,4,3,1,2,0,0,1,1,6000,,2,1,2,2,117477.3752677464,1.4204949,57848.121,1.5487529,117477.3752678285,1.4204949,50621.898,1.5487531
144,0,31,30,1,3,1,10,3,0,0,,,,,,,,,,,,,0,10,0,0,0,0,998,3,1,50,1,1,99998,1,1,2512,1,0,,,,,,,2,2,1,1,3,1,3,3,2,1,0,0,0,0,0,0,0,0,4,1,1,0,6,4,1,2,0,1,1,2,9000,,4,2,2,2,108567.079143365,1.3127548,55198.418,1.4778131,108567.0791434409,1.3127548,48303.191,1.4778134
534,1,50,2,2,2,2,5,1,3,0,,,,,,,,,,,,,1,,-1,-50,1,2,100,1,0,998,2,0,4650,0,,,,,1,8342,1,0,0,10,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,4,3,1,2,1,0,2,2,8000,,3,3,4,4,79410.55251166213,.9602043,36265.891,.97093737,79410.55251171763,.9602043,31735.658,.97093749
535,0,41,2,2,2,3,2,0,0,1,3,0,,1,,,,,,0,0,,0,10,-1,-80,0,0,998,2,0,998,2,0,15000,1,1,9235,0,0,,,,,,,2,3,3,0,0,0,2,0,0,0,1,1,0,1,1,1,0,0,4,0,0,0,3,5,1,3,0,1,2,4,999999,2,3,2,3,3,96459.20582035181,1.1663506,44051.813,1.1793879,96459.20582041924,1.1663506,38548.988,1.179388
145,1,43,30,4,4,1,0,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,5,1,50,1,1,99998,0,,,,,1,9111,0,1,1,9,2,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,0,3,5,0,2,0,0,0,2,1500,,1,2,3,3,71228.05106080369,.86126441,36214.254,.96955496,71228.05106085348,.86126441,31690.473,.96955508
146,1,23,30,1,1,1,10,0,0,0,,,,,,,,,,,,,0,10,-1,-20,0,0,998,4,0,998,3,0,10000,0,,,,,10,.a,,,,,2,2,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,4,0,1,0,6,8,1,2,0,1,2,2,999999,1,5,1,1,1,91760.72504798722,1.1095382,46653.617,1.2490454,91760.72504805136,1.1095382,40825.781,1.2490455
147,0,49,27,1,1,1,10,3,2,0,,,,,,,,,,,,,0,12,0,0,0,0,998,2,0,998,2,1,99998,1,1,1999,1,0,,,,,,,1,4,4,2,2,3,3,1,3,3,1,1,1,1,1,1,1,0,3,0,0,0,4,3,2,2,1,1,1,2,15000,,4,3,3,4,106046.9281795792,1.282282,49156.879,1.3160646,106046.9281796534,1.282282,43016.344,1.3160647
148,0,28,28,3,4,1,10,0,2,0,,,,,,,,,,,,,0,15,-1,-40,0,0,998,2,0,998,2,0,99999,1,1,4999,0,0,,,,,,,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,9,0,3,0,4,3,0,1,0,0,3,2,999999,3,2,1,2,2,120156.8244947401,1.4528939,55409.688,1.4834694,120156.8244948241,1.4528939,48488.066,1.4834696
536,1,40,3,4,4,4,0,0,0,0,,,,,,,,,,,,,0,10,-1,-50,1,2,80,1,0,998,2,0,10000,1,1,9512,1,0,,,,,,,2,2,2,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,10,1,3,1,4,8,2,3,0,0,2,2,10000,,3,2,3,3,51094.26853530472,.61781383,24613.176,.65896225,51094.26853534043,.61781383,21538.568,.65896231
537,0,62,2,8,,,,0,0,1,1,0,,1,,,,,,0,0,,0,10,0,0,0,0,998,3,1,999,1,1,99998,1,3,9999,0,0,,,,,,,5,5,5,0,9,9,9,9,9,9,1,0,0,0,0,0,0,0,6,3,0,0,1,,2,8,0,1,1,4,999999,1,3,3,4,5,85704.78560092956,1.036312,39140.395,1.0478958,85704.78560098949,1.036312,34251.086,1.0478959
538,1,29,2,3,3,1,10,0,0,0,,,,,,,,,,,,,1,,-1,-10,1,1,100,1,0,998,2,0,2000,0,,,,,8,.a,8,8,,,1,2,2,3,3,3,3,2,2,3,1,1,1,1,1,1,1,1,6,4,0,0,3,5,1,2,0,0,1,1,1500,,2,1,2,2,87807.36028708325,1.0617355,40100.617,1.0736035,87807.36028714462,1.0617355,35091.359,1.0736036
539,1,55,2,2,2,2,8,0,0,1,1,0,,1,,,,,,0,0,,0,12,-1,-60,0,0,998,4,9,,3,0,8000,0,,,,,3,9999,0,0,0,10,2,2,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,6,0,1,0,5,1,1,3,0,0,3,5,4000,,3,3,4,4,79410.55251166213,.9602043,36265.891,.97093737,79410.55251171763,.9602043,31735.658,.97093749
540,1,75,2,3,1,3,6,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,5,9,,5,1,99998,1,6,.a,8,8,,,,,,,5,5,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,1,3,6,3,1,2,0,0,0,999999,2,4,3,4,5,94197.00435293834,1.1389968,43018.691,1.1517284,94197.0043530042,1.1389968,37644.922,1.1517286
149,1,60,20,4,4,1,8,1,0,0,,,,,,,,,,,,,0,30,0,0,0,0,998,5,0,998,5,1,99998,0,,,,,1,9111,0,0,0,10,5,5,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,3,4,1,4,1,0,3,1,999999,9,3,3,4,5,75648.8405679601,.91471905,37250.945,.99730998,75648.84056801297,.91471905,32597.664,.99731016
541,0,34,2,3,3,3,0,3,2,0,,,,,,,,,,,,,0,10,-1,-60,0,0,998,3,1,50,1,0,7500,1,3,9899,1,0,,,,,,,1,1,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,4,1,1,1,6,4,2,3,1,1,2,3,20000,,6,2,2,2,88369.29645804862,1.0685303,40357.246,1.0804741,88369.29645811039,1.0685303,35315.934,1.0804744
150,0,70,30,4,4,2,10,0,3,0,,,,,,,,,,,,,0,10,-1,-30,0,0,998,3,0,998,2,1,99998,1,2,9521,1,0,,,,,,,1,3,2,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,2,0,0,2,3,3,2,1,0,1,2,2,999999,3,4,3,4,5,96462.72911090105,1.1663932,49044.242,1.313049,96462.72911096849,1.1663932,42917.777,1.3130491
151,1,37,30,4,3,2,8,0,0,0,,,,,,,,,,,,,1,,-1,-100,1,1,100,1,0,998,2,0,99999,0,,,,,8,.a,8,8,,,1,1,1,2,3,3,2,0,3,2,1,1,1,1,0,1,1,1,6,0,1,1,3,6,1,2,0,0,1,1,2000,,2,2,3,3,76424.00759595072,.92409205,38856.02,1.0402822,76424.00759600417,.92409205,34002.234,1.0402824
152,0,42,30,3,2,2,10,1,1,0,,,,,,,,,,,,,1,,-1,-70,0,0,998,2,0,998,3,1,99998,1,1,1999,,,,,,,,,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,,1,2,0,1,2,2,999999,4,6,2,3,3,83848.82777638188,1.0138704,42630.996,1.1413487,83848.82777644048,1.0138704,37305.652,1.1413488
153,1,38,30,1,1,1,7,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,3,0,998,3,1,99998,1,1,2391,0,1,,,,,,,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,,2,3,0,1,1,1,25000,,6,2,3,3,63018.18357021176,.76199359,32040.137,.85780239,63018.18357025582,.76199359,28037.775,.85780251
542,1,57,2,2,2,2,8,2,3,0,,,,,,,,,,,,,0,10,0,0,1,1,50,1,0,998,2,0,5000,1,1,9999,1,0,,,,,,,5,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,6,3,1,3,2,1,4,4,30000,,7,3,4,4,69505.61786145112,.84043735,31742.42,.84983164,69505.6178614997,.84043735,27777.246,.84983176
154,0,40,21,3,3,1,3,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,4,0,998,4,1,99998,0,,,,,6,.a,8,8,,,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,4,3,2,5,0,1,3,6,999999,2,5,2,3,3,103641.5585308376,1.2531971,47588.699,1.27408,103641.5585309101,1.2531971,41644.055,1.2740802
543,1,29,2,2,2,3,7,2,2,0,,,,,,,,,,,,,0,13,-1,-15,0,0,998,4,0,998,4,1,99998,1,1,2512,1,0,,,,,,,5,2,2,1,2,1,3,3,0,1,0,0,0,0,0,0,0,0,3,0,1,0,6,4,1,1,1,1,2,1,13000,,5,1,2,2,96707.74094298227,1.1693558,44165.316,1.1824267,96707.74094304987,1.1693558,38648.313,1.1824269
155,1,21,30,2,3,1,5,0,0,0,,,,,,,,,,,,,1,,-1,-50,1,2,30,1,1,100,1,1,99998,0,,,,,1,9111,0,0,0,10,2,2,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,8,0,0,1,4,8,3,8,0,0,4,6,999999,9,5,1,1,1,91760.72504798722,1.1095382,46653.617,1.2490454,91760.72504805136,1.1095382,40825.781,1.2490455
544,1,73,2,3,3,3,0,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,5,0,998,5,1,99998,1,5,.a,8,8,,,,,,,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,2,1,1,0,0,1,1,2500,,2,3,4,5,88226.66441288941,1.0668056,40292.105,1.0787302,88226.6644129511,1.0668056,35258.934,1.0787303
156,0,24,30,3,3,1,6,3,3,0,,,,,,,,,,,,,0,10,0,0,0,0,998,5,0,998,5,0,99999,1,1,5413,1,0,,,,,,,1,1,1,3,3,3,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,5,3,3,6,0,1,0,1,16000,,5,1,1,1,128871.2649495973,1.5582658,65521.613,1.7541934,128871.2649496874,1.5582658,57336.84,1.7541935
157,1,60,30,4,3,3,10,0,0,0,,,,,,,,,,,,,1,,-1,999,1,1,100,1,1,999,1,1,99998,0,,,,,1,2427,0,0,1,9,1,3,3,1,2,1,1,2,3,2,1,1,1,1,0,1,1,1,1,0,0,0,4,3,1,1,0,0,1,1,1000,,2,3,4,5,83713.49197232664,1.012234,42562.188,1.1395066,83713.49197238516,1.012234,37245.441,1.1395067
545,1,34,3,2,1,1,10,3,3,0,,,,,,,,,,,,,1,,-1,-80,1,1,60,1,1,40,1,0,3000,0,,,,,4,4999,9,9,,9,2,2,2,3,1,3,0,3,1,3,0,0,1,0,0,0,0,0,5,0,0,1,3,6,1,4,4,1,2,4,60000,,4,2,2,2,60608.15450092078,.7328524,29196.213,.7816627,60608.15450096314,.7328524,25549.105,.78166282
546,1,40,2,9,,,,0,0,0,,,,,,,,,,,,,1,,-1,-2,0,0,998,4,0,998,3,0,8000,1,1,7321,1,0,,,,,,,2,2,4,9,0,0,0,0,3,0,1,1,0,1,0,1,0,0,2,0,0,0,4,3,0,1,0,0,1,0,4500,,1,2,3,3,75068.10682085832,.90769702,34282.746,.91784316,75068.10682091079,.90769702,30000.242,.91784322
158,1,24,30,2,2,2,8,0,3,0,,,,,,,,,,,,,0,1,0,0,0,0,998,5,0,998,3,0,3500,0,,,,,1,9111,0,0,0,13,2,1,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,4,3,0,1,0,0,1,0,4000,,1,1,1,1,77651.1287062403,.93892998,39479.918,1.0569857,77651.12870629458,.93892998,34548.199,1.0569859
159,0,45,30,3,3,2,6,0,0,0,,,,,,,,,,,,,0,10,-1,-50,0,0,998,3,0,998,2,0,99999,1,3,2172,0,0,,,,,,,1,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,3,0,0,0,5,3,1,2,1,1,0,1,999999,1,4,3,3,4,96462.72911090105,1.1663932,49044.242,1.313049,96462.72911096849,1.1663932,42917.777,1.3130491
160,0,27,30,3,2,2,8,0,0,0,,,,,,,,,,,,,1,,-1,-50,0,0,998,5,9,,5,1,99998,0,,,,,5,.a,8,8,1,,3,3,2,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,4,0,0,0,4,6,3,3,0,1,0,2,6000,,4,1,2,2,124928.9258111957,1.5105964,63517.223,1.7005303,124928.9258112831,1.5105964,55582.832,1.7005305
547,1,31,9,2,2,1,8,3,3,0,,,,,,,,,,,,,1,,-1,-40,0,0,998,4,0,998,4,0,8000,1,1,2263,1,0,,,,,,,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,4,1,2,2,1,0,2,25000,,6,2,2,2,64472.25355859,.77957571,29110.848,.77937728,64472.25355863507,.77957571,25474.402,.77937734
161,0,45,30,3,3,1,8,3,3,1,2,0,,1,,,,,,0,0,,1,,-1,-10,0,0,998,3,0,998,4,1,99998,1,1,4999,1,0,,,,,,,3,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,1,6,4,2,3,2,1,0,2,999999,4,6,3,3,4,74500.36257656867,.90083206,37877.984,1.0140976,74500.36257662076,.90083206,33146.375,1.0140977
548,1,35,9,2,1,3,1,0,0,0,,,,,,,,,,,,,1,,1,15,0,0,998,4,0,998,2,1,99998,1,9,.a,,,,,,,,,5,5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,7,,2,2,0,1,2,1,999999,9,7,2,3,3,61596.61207779835,.74480444,27812.422,.7446149,61596.61207784141,.74480444,24338.174,.74461496
162,1,35,30,4,3,1,3,0,0,0,,,,,,,,,,,,,1,,0,0,1,1,100,1,0,998,2,0,4000,0,,,,,1,9111,9,9,,9,2,2,2,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,5,1,1,0,4,3,0,2,0,0,1,2,1000,,1,2,3,3,71228.05106080369,.86126441,36214.254,.96955496,71228.05106085348,.86126441,31690.473,.96955508
163,0,51,30,2,3,1,8,2,2,0,,,,,,,,,,,,,0,10,-1,-30,0,0,998,3,1,50,1,0,99999,1,3,9899,1,0,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,3,2,5,0,1,0,6,16000,,6,3,4,4,74500.36257656867,.90083206,37877.984,1.0140976,74500.36257662076,.90083206,33146.375,1.0140977
549,0,24,9,2,2,1,9,2,2,0,,,,,,,,,,,,,1,,0,0,1,1,50,1,0,998,4,0,5000,1,1,2121,1,0,,,,,,,2,2,1,9,3,9,2,1,0,9,0,0,1,1,0,0,0,0,5,0,1,0,6,5,1,3,0,1,3,2,11500,,6,1,1,1,98711.74224018822,1.1935874,44570.84,1.1932837,98711.74224025721,1.1935874,39003.176,1.1932838
550,1,52,9,1,1,1,10,3,3,0,,,,,,,,,,,,,0,10,-1,-70,1,1,100,1,1,90,1,0,10000,1,1,5201,0,1,,,,,,,1,2,1,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,3,0,1,1,6,6,1,2,0,1,1,1,4500,,4,3,4,4,91440.72472619016,1.1056689,41287.793,1.1053874,91440.72472625408,1.1056689,36130.238,1.1053876
551,1,63,9,3,2,3,7,1,3,0,,,,,,,,,,,,,1,,0,0,0,0,998,4,0,998,4,1,99998,1,5,.a,8,8,,,,,,,1,2,1,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,3,0,0,0,6,4,1,2,1,1,1,1,999999,9,5,3,4,5,94326.28822232288,1.1405602,42590.695,1.1402698,94326.28822238882,1.1405602,37270.387,1.14027
164,1,22,10,2,2,2,10,2,1,0,,,,,,,,,,,,,0,10,-1,-50,1,1,50,1,1,999,1,0,10000,0,,,,,10,.a,,,,,1,1,1,3,2,0,1,0,0,3,1,0,1,0,1,1,1,1,10,1,0,0,4,3,1,2,0,1,4,4,6000,,5,1,1,1,76312.99870534209,.92274982,34651.805,.92772382,76312.99870539542,.92274982,30323.199,.92772394
165,1,30,5,2,2,1,10,3,1,0,,,,,,,,,,,,,0,10,-1,-50,1,1,50,1,0,998,5,0,2000,1,1,8999,1,0,,,,,,,3,3,3,0,3,1,1,2,2,3,1,1,0,0,0,0,0,0,6,0,1,1,4,3,1,4,0,0,3,2,18800,,2,2,2,2,76800.55875049495,.92864519,33889.895,.90732539,76800.55875054863,.92864519,29656.463,.90732551
552,0,22,15,3,3,1,3,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,3,1,50,1,0,99999,0,,,,,1,3115,0,0,0,22,2,2,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,0,0,1,7,,2,3,1,1,0,4,999999,3,7,1,1,1,91228.4352627074,1.103102,38720.105,1.0366435,91228.43526277118,1.103102,33883.301,1.0366436
166,0,29,5,2,2,1,10,3,3,0,,,,,,,,,,,,,0,12,0,0,0,0,998,5,0,998,5,1,99998,1,1,2426,1,0,,,,,,,5,5,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1,6,4,1,3,4,1,5,5,999999,5,7,1,2,2,92636.12801715021,1.1201233,40877.676,1.0944076,92636.12801721497,1.1201233,35771.355,1.0944077
167,0,27,5,1,2,2,8,1,1,0,,,,,,,,,,,,,1,,1,15,0,0,998,5,0,998,4,1,99998,0,,,,,1,3115,0,0,0,13,5,5,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4,0,2,0,6,3,2,2,0,0,1,3,999999,4,4,1,2,2,125544.4670884719,1.5180393,55399.188,1.4831883,125544.4670885596,1.5180393,48478.879,1.4831884
553,1,35,9,4,4,9,5,0,0,0,,,,,,,,,,,,,1,,-1,-10,1,0,50,1,0,998,2,0,7500,0,,,,,1,8342,9,9,,9,2,5,5,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,3,0,0,0,4,3,1,2,1,0,0,2,999999,9,2,2,3,3,78187.40110463624,.94541442,35303.582,.94517374,78187.40110469089,.94541442,30893.559,.94517386
168,1,34,5,4,4,2,5,1,0,0,,,,,,,,,,,,,1,,-1,-50,1,1,100,1,0,998,3,0,3000,0,,,,,1,5101,1,0,1,9,2,2,1,0,1,0,2,1,3,1,0,0,1,0,0,0,0,0,5,0,1,0,3,6,1,3,0,0,1,2,7000,,2,2,2,2,76800.55875049495,.92864519,33889.895,.90732539,76800.55875054863,.92864519,29656.463,.90732551
169,1,47,5,2,2,3,5,2,2,0,,,,,,,,,,,,,1,,-1,999,1,1,50,1,0,998,2,0,6000,1,2,9899,1,0,,,,,,,1,2,1,3,0,3,3,2,1,1,1,0,1,1,0,1,0,0,6,0,0,1,4,3,1,3,0,0,2,1,999999,3,2,3,3,4,84125.95937680724,1.0172213,37122.383,.99386805,84125.95937686604,1.0172213,32485.16,.99386817
170,1,43,10,4,2,1,10,3,3,0,,,,,,,,,,,,,1,,-1,-50,1,1,10,1,1,50,1,0,4800,0,,,,,1,8352,1,0,0,13,1,2,1,1,1,1,3,1,0,1,1,0,1,0,0,0,1,0,4,0,0,0,3,3,1,2,1,0,4,3,18400,,4,2,3,3,67859.19795095503,.8205294,30813.146,.82495248,67859.19795100247,.8205294,26964.055,.82495254
171,1,53,15,2,1,1,7,1,1,0,,,,,,,,,,,,,1,,-1,-40,1,3,90,1,1,50,1,0,2500,1,1,7332,1,0,,,,,,,2,2,1,3,3,3,3,3,3,3,1,0,0,1,0,0,0,0,5,1,0,0,4,3,1,2,0,0,3,3,999999,1,3,3,4,4,74568.98286442505,.90166175,31649.33,.84733939,74568.98286447718,.90166175,27695.785,.84733951
554,1,58,15,3,2,1,4,0,1,0,,,,,,,,,,,,,1,,0,0,0,0,998,5,0,998,5,1,99998,0,,,,,6,.a,8,8,,,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,7,,2,3,1,1,0,1,20000,,7,3,4,4,65267.940637117,.78919685,27701.688,.74165016,65267.94063716262,.78919685,24241.271,.74165022
555,1,53,9,3,4,3,5,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,3,0,998,4,1,99998,1,5,.a,8,8,,,,,,,5,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,3,5,1,1,0,1,0,1,2000,,2,3,4,4,85645.08170410116,1.0355901,38670.914,1.0353265,85645.08170416101,1.0355901,33840.254,1.0353266
172,1,38,5,1,2,2,9,0,0,0,,,,,,,,,,,,,1,,-1,999,0,0,998,5,0,998,5,0,99999,0,,,,,6,.a,8,8,,,2,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,3,6,1,3,0,0,0,3,5000,,2,2,3,3,76800.55875049495,.92864519,33889.895,.90732539,76800.55875054863,.92864519,29656.463,.90732551
556,1,70,9,3,1,1,2,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,5,0,998,5,1,99998,0,,,,,6,.a,8,8,,,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,5,2,1,2,0,1,0,1,999999,3,3,3,4,5,77086.93628267228,.93210799,34806.695,.9318707,77086.93628272618,.93210799,30458.742,.93187082
557,0,29,9,2,2,1,9,2,2,0,,,,,,,,,,,,,1,,0,0,0,0,998,5,0,998,4,1,99998,1,1,1999,1,0,,,,,,,5,5,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,1,7,,2,3,2,1,2,3,999999,9,7,1,2,2,94308.92451691539,1.1403502,42582.855,1.1400599,94308.92451698131,1.1403502,37263.527,1.1400601
173,1,34,19,2,2,1,8,1,1,0,,,,,,,,,,,,,0,13,-1,-40,1,2,40,1,0,998,2,1,99998,1,1,9999,1,0,,,,,,,2,2,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,4,3,1,3,0,1,2,4,10000,,4,2,2,2,84225.14809454014,1.0184207,35614.59,.95350033,84225.14809459903,1.0184207,31165.717,.95350045
174,0,23,5,3,3,1,7,1,0,0,,,,,,,,,,,,,1,,-1,-25,0,0,998,3,0,998,3,0,99999,0,,,,,1,2391,1,0,1,9,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,,1,2,1,1,2,2,999999,2,6,1,1,1,96960.85113681768,1.1724163,42786.055,1.1455001,96960.85113688545,1.1724163,37441.344,1.1455002
175,0,60,5,1,3,2,7,0,0,0,,,,,,,,,,,,,0,10,-1,-10,0,0,998,2,0,998,2,1,99998,1,2,9899,1,0,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,5,1,1,1,0,1,1,5000,,4,3,4,5,96938.01368651813,1.1721402,42775.977,1.1452303,96938.01368658589,1.1721402,37432.523,1.1452304
176,1,29,9,2,2,2,10,1,1,1,2,0,,1,,,,,,0,0,,1,,0,0,0,0,998,3,9,,3,1,99998,1,1,2991,0,0,,,,,,,2,2,2,1,2,2,2,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,6,4,2,2,0,1,0,2,999999,,5,1,2,2,93877.99515710498,1.1351395,42388.281,1.1348506,93877.9951571706,1.1351395,37093.258,1.1348507
558,1,59,9,3,3,1,10,0,1,0,,,,,,,,,,,,,1,,0,0,0,0,998,5,0,998,5,1,99998,1,1,4222,1,0,,,,,,,5,3,1,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,1,0,0,0,6,3,1,1,0,1,0,0,999999,9,4,3,4,4,91440.72472619016,1.1056689,41287.793,1.1053874,91440.72472625408,1.1056689,36130.238,1.1053876
177,1,24,5,4,4,2,5,1,3,0,,,,,,,,,,,,,1,,-1,-50,0,0,998,5,1,50,1,0,3000,1,2,9899,0,0,,,,,,,2,3,3,0,0,0,1,3,0,1,1,0,1,1,1,1,1,1,3,1,1,0,4,3,1,2,0,0,1,0,2000,,2,1,1,1,83726.1441725395,1.0123869,36945.957,.98914462,83726.14417259803,1.0123869,32330.771,.98914474
559,1,52,15,3,2,2,5,3,3,0,,,,,,,,,,,,,0,10,0,0,0,0,998,5,1,35,1,1,99998,0,,,,,1,7513,1,0,1,9,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,6,2,1,1,1,2,1,999999,9,5,3,4,4,91245.23180325546,1.1033051,38727.234,1.0368344,91245.23180331924,1.1033051,33889.539,1.0368345
178,0,76,10,1,3,1,10,0,0,0,,,,,,,,,,,,,1,,-1,-70,0,0,998,3,0,998,3,1,99998,0,,,,,1,9621,1,0,1,9,2,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,4,1,1,3,6,3,5,1,0,3,4,999999,2,5,3,4,5,82755.01339993207,1.0006443,37576.957,1.0060383,82755.01339998991,1.0006443,32882.953,1.0060384
179,0,45,5,1,1,3,6,3,3,0,,,,,,,,,,,,,0,10,-1,-20,0,0,998,2,0,998,2,0,99999,1,1,2232,0,0,,,,,,,1,1,1,1,1,1,2,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,7,,3,3,1,1,0,3,999999,,7,3,3,4,71528.14021875073,.86489296,31563.324,.8450368,71528.14021880073,.86489296,27620.523,.84503692
180,0,54,5,3,3,2,5,0,0,0,,,,,,,,,,,,,0,10,-1,-100,0,0,998,4,0,998,2,0,4000,1,2,9512,,,,,,,,,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,3,0,0,0,4,3,1,2,1,0,1,1,1000,,2,3,4,4,90793.94468138127,1.0978483,40064.773,1.0726439,90793.94468144473,1.0978483,35059.996,1.0726441
