id,sexo,edad,ent,p1_riesgo,p2_riesgo,p3_riesgo,p4_riesgo,p5_ansiedad,p6_ansiedad,p7_sintomas,p8_sintomas,p9_sintomas,p10_sintomas,p11_sintomas,p12a_sintomas,p12b_sintomas,p12c_sintomas,p12d_sintomas,p12e_sintomas,p12f_sintomas,p13_sintomas,p14_sintomas,p15_cuarentena,p16_cuarentena,p17_economia,p18_economia,p19_economia,p20_economia,p21_economia,p22_economia,p23_economia,p24_economia,p25_economia,p26_economia,p27_economia,p28_economia,p29_economia,p29a_economia,p30_economia,p31_economia,p32_economia,p32a_economia,p33_economia,p34_economia,p35_cuarentena,p36_cuarentena,p37_expectativas,p38_expectativas,p39_expectativas,p40_depresion,p41_depresion,p42_depresion,p43_depresion,p44_depresion,p45_depresion,p46_depresion,p47_alimentacion,p48_alimentacion,p49_alimentacion,p50_alimentacion,p51_alimentacion,p52_alimentacion,p53_alimentacion,p54_alimentacion,p55_socio,p56_socio,p57_socio,p58_socio,p60_socio,p60g_socio,p61_socio,p62_socio,p63_socio,p64_socio,p65_socio,p66_socio,p67_socio,p68_socio,nse,gpo_edad3,gpo_edad4,gpo_edad5,factor_i,factor_i_n,factor_h,factor_h_n,factor_i_pop,factor_i_pop_n,factor_h_pop,factor_h_pop_n
181,1,50,5,2,2,1,10,1,1,0,,,,,,,,,,,,,1,,-1,-50,1,2,100,1,1,50,1,0,10000,1,2,9899,1,0,,,,,,,2,1,1,3,3,0,3,0,0,3,1,1,1,1,0,0,0,0,10,1,2,1,4,3,2,4,2,0,4,3,15000,,5,3,4,4,92653.18373531497,1.1203295,40885.203,1.094609,92653.18373537973,1.1203295,35777.941,1.0946093
560,0,55,9,4,4,1,6,3,3,0,,,,,,,,,,,,,0,21,-1,-100,0,0,998,2,0,998,2,0,3000,1,2,9511,1,0,,,,,,,1,1,1,2,2,0,1,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,9,,1,1,1,1,0,1,999999,9,2,3,4,4,92433.47556543084,1.1176729,41736.043,1.1173884,92433.47556549545,1.1176729,36522.496,1.1173886
182,0,46,5,2,9,2,5,0,3,0,,,,,,,,,,,,,1,,0,0,0,0,998,3,1,50,1,1,99998,1,1,5313,1,0,,,,,,,5,3,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,1,1,2,1,0,2,3,5000,,3,3,3,4,81721.2954818275,.98814499,36061.273,.96545923,81721.29548188463,.98814499,31556.602,.96545935
561,1,40,9,1,1,3,5,3,0,0,,,,,,,,,,,,,0,10,0,0,0,0,998,4,0,998,3,1,99998,0,,,,,1,9999,1,0,1,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,6,5,1,3,0,0,2,2,999999,9,4,2,3,3,83478.37936761405,1.0093911,37692.594,1.0091342,83478.37936767239,1.0093911,32984.141,1.0091343
183,1,52,5,2,2,1,9,3,3,0,,,,,,,,,,,,,0,10,-1,-50,0,0,998,3,1,80,1,0,99999,1,1,9611,0,0,,,,,,,1,1,1,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,1,0,0,0,2,2500,,2,3,4,4,84125.95937680724,1.0172213,37122.383,.99386805,84125.95937686604,1.0172213,32485.16,.99386817
184,1,23,5,2,1,1,10,1,0,0,,,,,,,,,,,,,1,,-1,999,1,1,999,1,1,999,1,1,99998,0,,,,,1,8342,1,0,1,9,5,3,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,5,2,0,0,3,6,1,2,0,0,1,3,999999,9,2,1,1,1,83726.1441725395,1.0123869,36945.957,.98914462,83726.14417259803,1.0123869,32330.771,.98914474
185,1,32,5,2,2,1,10,1,1,0,,,,,,,,,,,,,0,15,-1,-50,0,0,998,2,1,50,1,0,5000,1,1,9512,1,1,,,,,,,2,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,2,0,4,3,1,2,0,0,2,2,999999,2,2,2,2,2,76800.55875049495,.92864519,33889.895,.90732539,76800.55875054863,.92864519,29656.463,.90732551
562,1,37,15,3,3,2,5,3,1,0,,,,,,,,,,,,,0,10,-1,-20,0,0,998,3,0,998,2,0,2000,1,1,8999,0,0,,,,,,,3,2,2,3,1,1,3,2,2,1,1,0,1,1,0,1,0,0,3,0,2,0,4,3,0,2,0,0,1,1,3200,,1,2,3,3,70491.29107075959,.85235578,29918.635,.80100393,70491.29107080886,.85235578,26181.283,.80100405
186,0,19,5,4,4,1,8,0,0,0,,,,,,,,,,,,,1,,-1,999,0,0,998,5,1,50,1,1,99998,1,1,8212,1,0,,,,,,,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,6,1,2,0,0,0,1,999999,9,2,1,1,1,117587.2804320675,1.4218239,51887.906,1.3891816,117587.2804321497,1.4218239,45406.219,1.3891819
563,0,64,15,9,,,,0,0,0,,,,,,,,,,,,,1,,-1,-50,0,0,998,5,1,100,1,0,7000,1,1,9633,1,0,,,,,,,2,5,2,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,0,0,0,3,6,1,1,0,0,1,1,3000,,2,3,4,5,89414.24562863592,1.0811654,37950.109,1.0160285,89414.24562869842,1.0811654,33209.488,1.0160286
187,1,59,5,4,4,1,10,3,3,0,,,,,,,,,,,,,0,21,-1,-30,1,1,50,1,0,998,5,0,99999,1,1,4231,1,0,,,,,,,1,1,1,3,3,3,3,1,3,3,0,0,0,0,0,0,0,0,3,0,0,0,4,2,1,2,0,1,1,2,999999,9,3,3,4,4,75719.61332939073,.91557479,33412.902,.89455509,75719.61332944366,.91557479,29239.059,.89455521
188,1,29,5,9,,,,0,1,0,,,,,,,,,,,,,0,21,-1,-50,0,0,998,5,1,50,1,0,99999,1,5,.a,8,8,,,,,,,1,2,2,1,1,1,0,0,2,1,1,1,1,1,1,1,0,1,5,3,1,0,4,8,1,2,0,0,0,0,2400,,2,1,2,2,83726.1441725395,1.0123869,36945.957,.98914462,83726.14417259803,1.0123869,32330.771,.98914474
564,1,33,9,2,2,2,10,1,2,0,,,,,,,,,,,,,1,,-1,-50,0,0,998,4,1,50,1,1,99998,0,,,,,1,5413,1,0,0,12,2,2,2,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,8,2,0,1,5,2,1,2,0,0,2,3,999999,9,3,2,2,2,70374.46969674871,.85094321,31775.848,.8507266,70374.4696967979,.85094321,27806.498,.85072672
189,1,35,7,3,3,1,5,0,1,0,,,,,,,,,,,,,0,21,-1,-20,0,0,998,4,0,998,2,0,4000,1,1,9111,0,0,,,,,,,5,5,1,1,2,1,1,1,2,1,1,0,1,1,0,0,0,0,8,1,1,0,3,6,1,3,0,0,3,3,999999,1,3,2,3,3,65762.83614657052,.79518098,30701.281,.82195759,65762.83614661649,.79518098,26866.166,.82195765
190,1,45,7,3,3,1,10,2,3,1,1,0,,1,,,,,,0,0,,0,10,-1,-50,1,1,50,1,1,50,1,0,3000,1,2,9899,0,0,,,,,,,2,1,2,2,2,1,2,1,3,2,1,1,1,1,1,1,1,1,7,1,1,1,1,,2,2,0,0,2,2,999999,1,2,3,3,4,80032.76613147477,.9677279,37363.176,1.0003148,80032.76613153072,.9677279,32695.877,1.000315
565,1,35,15,3,3,1,5,1,0,0,,,,,,,,,,,,,0,10,-1,-35,0,0,998,3,0,998,5,0,4000,1,1,4999,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,5,2,2,3,0,1,4,4,999999,9,6,2,3,3,62366.34380191385,.75411177,26470.162,.70867884,62366.34380195744,.75411177,23163.584,.70867896
191,1,23,7,3,1,3,5,0,0,0,,,,,,,,,,,,,0,22,-1,-20,0,0,998,3,0,998,3,1,99998,0,,,,,1,8999,0,0,0,10,2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,3,1,1,0,0,2,2,2500,,2,1,1,1,79652.40414837222,.96312869,37185.605,.99556071,79652.40414842789,.96312869,32540.486,.99556082
192,0,19,2,4,4,3,0,0,0,0,,,,,,,,,,,,,1,,0,0,1,1,60,1,0,998,4,1,99998,0,,,,,3,8342,0,0,1,9,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,,1,2,0,0,3,1,7000,,2,1,1,1,123319.0516548743,1.4911304,56318.398,1.5077981,123319.0516549605,1.4911304,49283.266,1.5077982
193,1,60,7,3,3,1,10,3,3,0,,,,,,,,,,,,,1,,-1,-40,1,0,60,1,1,50,1,1,99998,1,3,9999,0,0,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,3,1,1,0,0,0,2,1000,,2,3,4,5,80032.76613147477,.9677279,37363.176,1.0003148,80032.76613153072,.9677279,32695.877,1.000315
194,1,36,7,3,3,1,4,0,0,0,,,,,,,,,,,,,1,,-1,-50,1,0,80,1,9,,5,1,99998,1,99,.a,,,,,,,,,1,2,2,0,0,0,0,2,0,0,1,0,1,1,1,1,0,0,9,2,0,1,4,6,1,3,0,0,0,2,700,,2,2,3,3,73063.78676424941,.88346148,34109.719,.91321081,73063.78676430047,.88346148,29848.83,.91321093
195,1,61,7,9,,,,1,1,0,,,,,,,,,,,,,1,,-1,-50,0,0,998,3,9,,2,9,,1,2,9899,1,1,,,,,,,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,1,,1,1,0,0,1,1,999999,1,1,3,4,5,74591.45537994643,.90193349,34822.91,.93230486,74591.45537999859,.90193349,30472.932,.93230498
566,0,48,9,3,3,3,3,3,3,0,,,,,,,,,,,,,0,10,-1,-50,0,0,998,2,0,998,2,0,50000,1,1,2716,0,0,,,,,,,1,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,4,0,0,0,8,,4,6,0,1,0,5,18000,,6,3,3,4,76219.37025353847,.92161769,34414.965,.92138308,76219.37025359174,.92161769,30115.947,.9213832
196,0,64,7,4,3,1,10,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,4,0,998,3,1,99998,0,,,,,4,1999,0,0,1,9,2,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,,1,1,1,0,2,2,10000,,2,3,4,5,86376.31706869252,1.0444319,40324.656,1.0796016,86376.31706875288,1.0444319,35287.414,1.0796018
197,1,28,7,3,3,3,5,0,1,0,,,,,,,,,,,,,1,,-1,-40,1,1,30,1,1,999,1,0,15000,0,,,,,1,9512,0,0,1,9,1,1,1,0,1,1,2,1,2,0,1,1,0,1,1,1,0,0,4,1,1,0,3,8,0,2,0,0,2,0,8000,,2,1,2,2,79652.40414837222,.96312869,37185.605,.99556071,79652.40414842789,.96312869,32540.486,.99556082
567,0,45,9,1,1,9,7,0,0,0,,,,,,,,,,,,,1,,-1,-80,0,0,998,3,0,998,2,0,99999,1,1,1133,0,0,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,5,3,3,2,1,3,3,999999,6,7,3,3,4,72819.77475868409,.88051099,32879.965,.88028687,72819.774758735,.88051099,28772.691,.88028693
198,0,67,7,3,3,1,7,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,5,0,998,5,1,99998,1,1,2121,1,0,,,,,,,5,5,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,6,4,2,3,1,0,3,4,20000,,6,3,4,5,71224.72082244074,.86122411,33251.156,.89022464,71224.72082249052,.86122411,29097.516,.89022475
199,0,27,7,3,3,4,1,0,0,0,,,,,,,,,,,,,1,,1,998,0,0,998,5,0,998,5,0,10000,1,8,.a,8,8,,,,,,,2,2,3,3,2,3,3,0,3,0,1,1,1,9,0,0,1,0,15,5,0,0,3,6,0,4,0,0,0,5,999999,9,1,1,2,2,104260.4024557003,1.26068,48673.813,1.3031316,104260.4024557732,1.26068,42593.621,1.3031317
568,0,64,9,2,3,1,7,1,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,3,1,50,1,1,99998,1,1,1321,1,0,,,,,,,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,,3,3,1,1,3,2,999999,9,7,3,4,5,72819.77475868409,.88051099,32879.965,.88028687,72819.774758735,.88051099,28772.691,.88028693
200,0,48,7,3,3,9,8,2,2,0,,,,,,,,,,,,,1,,-1,-50,0,0,998,2,0,998,2,0,99999,1,3,9999,1,1,,,,,,,1,1,1,2,2,2,2,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,5,3,2,2,1,1,0,2,46000,,5,3,3,4,95131.64349067447,1.1502982,44412.066,1.1890329,95131.64349074097,1.1502982,38864.238,1.189033
569,0,40,15,2,3,2,8,1,2,0,,,,,,,,,,,,,0,10,-1,-60,1,2,50,1,1,50,1,0,15000,0,,,,,4,4211,0,0,1,9,3,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,4,3,1,2,0,1,2,99,999999,,3,2,3,3,90578.19947641758,1.0952395,38444.125,1.0292547,90578.19947648089,1.0952395,33641.793,1.0292548
570,1,43,9,3,2,2,10,3,2,0,,,,,,,,,,,,,1,,-1,-30,0,0,998,3,1,50,1,1,99998,1,5,.a,8,8,,,,,,,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,5,3,1,3,0,1,1,2,15000,,3,2,3,3,70374.46969674871,.85094321,31775.848,.8507266,70374.4696967979,.85094321,27806.498,.85072672
571,1,43,15,2,2,1,8,1,0,0,,,,,,,,,,,,,1,,-1,-30,1,2,40,1,1,20,1,0,7000,1,1,4999,1,1,,,,,,,1,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,4,0,0,0,6,8,1,2,2,1,2,2,20000,,6,2,3,3,62366.34380191385,.75411177,26470.162,.70867884,62366.34380195744,.75411177,23163.584,.70867896
201,1,63,7,9,,,,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,5,0,998,5,0,99999,0,,,,,1,9111,1,0,1,9,2,5,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,5,0,1,1,3,4,1,2,0,0,2,0,999999,9,2,3,4,5,80032.76613147477,.9677279,37363.176,1.0003148,80032.76613153072,.9677279,32695.877,1.000315
202,1,42,7,3,3,2,2,0,0,0,,,,,,,,,,,,,1,,-1,-70,0,0,998,2,0,998,2,1,99998,0,,,,,1,2992,1,0,0,13,2,2,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,6,8,3,3,1,1,2,3,999999,9,6,2,3,3,60247.39177494059,.72849017,28126.404,.75302106,60247.39177498269,.72849017,24612.936,.75302112
572,1,62,9,3,3,1,99,3,3,0,,,,,,,,,,,,,1,,-1,-60,1,0,999,1,0,998,4,0,2000,0,,,,,1,5313,1,0,9,9,3,3,3,3,3,3,3,2,0,3,1,0,1,0,0,0,1,0,2,0,0,0,3,6,1,1,0,0,0,1,2400,,2,3,4,5,85645.08170410116,1.0355901,38670.914,1.0353265,85645.08170416101,1.0355901,33840.254,1.0353266
573,0,30,9,3,3,2,7,1,0,0,,,,,,,,,,,,,1,,-1,-30,0,0,998,5,0,998,5,1,99998,1,1,4999,1,1,,,,,,,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,7,,1,1,1,1,2,1,50000,,6,2,2,2,85783.54022163179,1.0372642,38733.43,1.0370002,85783.54022169176,1.0372642,33894.961,1.0370003
574,1,29,15,3,3,2,5,1,1,0,,,,,,,,,,,,,1,,-1,-50,0,0,998,3,0,998,3,1,99998,0,,,,,1,9899,1,0,0,10,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,6,1,1,1,0,0,1,1,8000,,3,1,2,2,74214.58793880597,.89737654,31498.914,.84331238,74214.58793885785,.89737654,27564.16,.84331244
203,1,68,7,8,,,,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,4,9,,4,1,99998,0,,,,,1,2426,1,0,0,12,5,5,5,0,9,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,1,6,7,0,1,0,0,3,4,999999,9,3,3,4,5,72035.43531686047,.87102699,33629.637,.9003576,72035.43531691082,.87102699,29428.717,.90035772
575,1,40,9,1,3,1,10,1,1,1,2,1,0,,,,,,,,0,,0,12,0,0,0,0,998,3,0,998,3,1,99998,1,1,1524,1,0,,,,,,,2,2,2,0,3,1,1,0,2,1,0,0,0,0,0,1,0,0,7,0,0,1,6,4,4,6,3,1,1,6,70000,,6,2,3,3,64472.25355859,.77957571,29110.848,.77937728,64472.25355863507,.77957571,25474.402,.77937734
576,0,57,9,2,2,1,8,3,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,3,0,998,3,1,99998,1,1,4222,1,0,,,,,,,2,2,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,6,4,2,4,1,1,1,3,999999,4,5,3,4,4,101802.7712052304,1.2309631,45966.516,1.2306498,101802.7712053015,1.2309631,40224.512,1.2306499
577,1,51,9,3,3,2,10,3,3,0,,,,,,,,,,,,,1,,0,0,0,0,998,5,0,998,5,1,99998,1,6,.a,8,8,,,,,,,2,2,1,3,3,2,3,3,2,3,0,0,0,0,0,0,0,0,3,0,0,1,6,4,1,3,0,1,0,2,999999,9,5,3,4,4,94326.28822232288,1.1405602,42590.695,1.1402698,94326.28822238882,1.1405602,37270.387,1.14027
204,1,32,7,3,3,2,10,3,3,1,3,0,,1,,,,,,0,0,,1,,0,0,0,0,998,5,0,998,5,0,99999,0,,,,,1,9113,0,0,0,10,5,5,2,3,3,1,1,2,2,3,0,0,0,0,1,0,0,0,6,1,1,0,5,2,1,2,0,0,1,0,3200,,2,2,2,2,73063.78676424941,.88346148,34109.719,.91321081,73063.78676430047,.88346148,29848.83,.91321093
578,1,32,15,2,2,2,8,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,4,0,998,5,1,99998,0,,,,,1,5313,1,0,0,12,2,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,5,0,1,0,5,3,1,1,0,0,0,2,8000,,2,2,2,2,75633.50230713611,.91453356,32101.145,.85943574,75633.50230718899,.91453356,28091.16,.8594358
579,1,61,9,1,1,1,10,3,3,0,,,,,,,,,,,,,1,,0,0,0,0,998,4,0,998,3,0,50000,1,1,9999,,,,,,,,,2,2,1,3,0,3,3,3,0,3,1,1,1,1,1,1,0,0,4,0,0,1,1,,0,2,0,0,1,0,999999,9,1,3,4,5,79822.19782268578,.96518177,36041.734,.96493614,79822.1978227416,.96518177,31539.504,.96493626
205,1,25,13,4,3,3,7,0,0,0,,,,,,,,,,,,,0,10,0,0,0,0,998,4,0,998,4,1,99998,1,1,9111,0,0,,,,,,,5,5,5,0,0,0,0,0,9,0,1,0,1,1,0,0,0,0,8,0,3,0,3,6,1,2,0,0,0,2,999999,2,2,1,2,2,84208.55205436387,1.0182201,38488.152,1.0304334,84208.55205442275,1.0182201,33680.32,1.0304335
206,0,56,7,3,2,1,6,0,1,0,,,,,,,,,,,,,0,30,-1,-50,0,0,998,3,0,998,3,0,6000,1,1,9111,,,,,,,,,2,3,2,2,2,2,0,0,3,0,1,0,0,1,0,0,0,0,6,0,0,0,3,2,1,4,1,0,3,2,10100,,3,3,4,4,77745.10243578121,.94006628,36295.184,.97172171,77745.10243583555,.94006628,31761.295,.97172183
580,1,23,9,3,3,1,8,1,1,0,,,,,,,,,,,,,1,,-1,-50,0,0,998,3,0,998,3,1,99998,0,,,,,10,.a,,,,,2,3,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,4,0,0,0,4,3,1,3,0,1,1,2,10000,,3,1,1,1,76720.57458641886,.92767805,34641.273,.92744195,76720.5745864725,.92767805,30313.984,.92744207
581,1,29,9,3,3,1,7,1,1,0,,,,,,,,,,,,,1,,-1,-45,1,0,80,1,1,40,1,0,4500,0,,,,,5,.a,8,8,,,2,1,1,1,1,0,2,0,2,1,1,0,0,0,0,0,0,0,3,0,0,0,5,3,1,1,1,1,0,3,999999,9,4,1,2,2,91006.14552726489,1.1004142,41091.566,1.100134,91006.14552732851,1.1004142,35958.527,1.1001341
207,1,55,7,4,4,1,9,1,1,0,,,,,,,,,,,,,9,,-1,-50,0,0,998,3,1,20,1,0,2000,1,1,9899,1,0,,,,,,,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,5,1,3,0,4,2,1,2,0,0,0,1,2000,,2,3,4,4,80032.76613147477,.9677279,37363.176,1.0003148,80032.76613153072,.9677279,32695.877,1.000315
582,0,32,9,2,2,1,8,3,3,0,,,,,,,,,,,,,0,10,-1,-5,1,0,50,1,0,998,3,0,6000,1,1,7134,1,0,,,,,,,1,1,1,3,2,2,2,2,3,3,1,1,1,1,1,1,0,0,2,0,0,1,3,2,1,1,0,0,0,0,6000,,2,2,2,2,104032.2262256456,1.2579209,46973.172,1.2576007,104032.2262257183,1.2579209,41105.418,1.2576009
208,0,44,7,1,1,1,10,1,1,1,1,1,0,,,,,,,,0,,1,,0,0,1,0,50,1,0,998,5,1,99998,1,1,1999,,,,,,,,,2,1,1,1,3,1,1,3,2,2,0,0,0,0,0,0,0,0,5,0,1,0,6,6,1,2,0,0,0,2,4000,,3,2,3,3,87500.72454875868,1.0580279,40849.582,1.0936555,87500.72454881984,1.0580279,35746.77,1.0936556
583,0,38,9,3,9,9,0,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,5,9,,5,1,99998,1,8,.a,8,8,,,,,,,2,1,1,3,2,3,0,3,0,3,1,0,0,1,0,1,0,0,1,0,0,0,4,3,1,2,0,1,0,0,999999,9,3,2,3,3,93636.73237078445,1.1322223,42279.344,1.131934,93636.7323708499,1.1322223,36997.93,1.1319342
584,1,50,15,4,3,3,8,0,1,0,,,,,,,,,,,,,0,11,0,0,1,4,50,1,0,998,2,0,4200,1,1,9611,0,0,,,,,,,2,2,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,6,1,0,1,3,6,0,3,0,0,4,3,999999,9,2,3,4,4,82847.5866078876,1.0017637,35163.02,.94141054,82847.58660794552,1.0017637,30770.555,.94141066
585,0,31,9,2,2,3,2,1,0,0,,,,,,,,,,,,,1,,-1,-100,1,1,40,1,0,998,3,1,99998,0,,,,,1,1522,1,0,1,9,2,2,1,0,1,2,0,0,2,1,1,0,1,1,0,1,0,0,6,0,2,1,5,3,2,5,0,1,3,3,23000,,6,2,2,2,85783.54022163179,1.0372642,38733.43,1.0370002,85783.54022169176,1.0372642,33894.961,1.0370003
209,1,30,7,3,3,3,3,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,3,0,998,2,1,99998,0,,,,,1,4111,0,0,0,10,2,3,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,1,1,0,6,8,1,1,0,0,1,1,999999,1,3,2,2,2,65762.83614657052,.79518098,30701.281,.82195759,65762.83614661649,.79518098,26866.166,.82195765
210,1,33,7,1,1,1,10,3,3,0,,,,,,,,,,,,,0,21,-1,-50,0,0,998,2,0,998,2,0,6000,0,,,,,1,9221,9,9,,9,1,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,4,2,0,0,1,,0,2,0,0,0,2,2000,,1,2,2,2,68096.28673039346,.82339621,31790.65,.85112292,68096.28673044106,.82339621,27819.453,.85112303
586,1,18,15,1,1,2,7,1,1,0,,,,,,,,,,,,,0,10,-1,-50,0,0,998,2,1,50,1,0,4000,0,,,,,2,4999,0,0,0,10,2,1,2,0,0,0,1,3,0,0,1,0,1,1,1,0,0,0,5,1,0,0,6,4,1,3,0,0,1,3,999999,2,3,1,1,1,74214.58793880597,.89737654,31498.914,.84331238,74214.58793885785,.89737654,27564.16,.84331244
587,0,35,15,2,1,1,7,0,0,0,,,,,,,,,,,,,1,,1,20,1,1,30,1,1,50,1,1,99998,1,5,.a,8,8,,,,,,,2,2,2,0,0,0,1,2,0,1,1,0,0,0,0,1,0,0,6,2,0,1,6,5,1,3,1,1,1,2,15000,,5,2,3,3,110834.672675818,1.3401737,47041.586,1.2594323,110834.6726758955,1.3401737,41165.285,1.2594324
588,1,65,15,4,4,2,10,3,1,0,,,,,,,,,,,,,1,,-1,-50,1,2,100,1,1,100,1,0,3000,0,,,,,1,7343,0,1,0,10,2,1,1,3,3,3,2,3,2,3,1,0,1,1,0,1,0,0,5,0,1,0,4,3,1,2,0,0,3,2,4000,,3,3,4,5,74568.98286442505,.90166175,31649.33,.84733939,74568.98286447718,.90166175,27695.785,.84733951
589,1,44,15,3,3,2,2,0,0,1,1,0,,1,,,,,,0,0,,1,,-1,-40,0,0,998,4,0,998,3,0,5000,0,,,,,2,9512,0,0,0,10,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,3,6,0,1,0,1,2,1,999999,1,2,2,3,3,75633.50230713611,.91453356,32101.145,.85943574,75633.50230718899,.91453356,28091.16,.8594358
211,1,52,7,2,2,2,99,0,0,0,,,,,,,,,,,,,1,,-1,-30,0,0,998,4,0,998,2,0,2000,0,,,,,1,9221,0,0,1,9,2,2,2,1,0,1,0,0,2,0,1,0,1,1,0,1,1,0,4,0,0,0,3,6,2,6,0,0,1,4,1200,,3,3,4,4,72035.43531686047,.87102699,33629.637,.9003576,72035.43531691082,.87102699,29428.717,.90035772
590,1,25,22,2,1,3,0,0,0,0,,,,,,,,,,,,,1,,0,0,0,0,998,4,0,998,4,1,99998,0,,,,,1,2122,1,0,1,9,5,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,7,,3,3,4,1,2,3,60000,,7,1,2,2,72321.33102138506,.87448394,32227.746,.86282521,72321.3310214356,.87448394,28201.947,.86282527
212,1,51,7,3,3,1,9,2,2,0,,,,,,,,,,,,,0,10,-1,-30,0,0,998,4,0,998,2,0,99999,1,3,9899,0,1,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,5,3,2,1,0,0,0,1,3000,,3,3,4,4,72035.43531686047,.87102699,33629.637,.9003576,72035.43531691082,.87102699,29428.717,.90035772
591,0,18,9,2,2,1,5,2,2,0,,,,,,,,,,,,,0,10,-1,-80,1,0,100,1,0,998,2,0,6000,0,,,,,1,5313,0,0,0,10,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,2,2,3,0,0,0,3,3500,,3,1,1,1,107748.4674346369,1.3028563,48651.148,1.3025247,107748.4674347123,1.3028563,42573.785,1.3025249
213,1,23,20,3,2,2,8,2,3,0,,,,,,,,,,,,,1,,0,0,0,0,998,4,0,998,2,0,7000,0,,,,,1,2391,1,0,1,9,4,3,4,3,3,2,2,2,1,2,1,1,1,1,1,1,1,1,7,0,0,2,6,5,1,4,1,0,2,4,999999,2,4,1,1,1,89308.37993679801,1.0798854,43977.164,1.1773894,89308.37993686042,1.0798854,38483.664,1.1773895
214,0,40,7,2,2,1,10,0,0,0,,,,,,,,,,,,,1,,-1,-50,0,0,998,3,0,998,5,0,99999,1,1,9111,0,0,,,,,,,5,2,4,0,1,1,3,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,3,6,1,4,0,0,1,0,3000,,1,2,3,3,90605.49661680277,1.0955696,42299.043,1.1324614,90605.49661686612,1.0955696,37015.164,1.1324615
215,0,42,7,4,4,3,7,1,1,0,,,,,,,,,,,,,0,11,-1,-7,1,0,20,1,1,999,1,9,,1,1,8999,0,0,,,,,,,2,5,2,1,2,9,9,1,9,2,0,0,1,1,0,0,0,0,7,0,1,0,4,3,1,3,0,1,0,4,999999,3,3,2,3,3,87500.72454875868,1.0580279,40849.582,1.0936555,87500.72454881984,1.0580279,35746.77,1.0936556
